Referência (na ocasião do registro ou da renovação de adequação a RDC 134/2003);Princípio ativo;Nome comercial do medicamento similar;Detentor do registro do medicamento similar;Forma Farmacêutica;Concentração;Data da inclusão
Rocefin;ceftriaxona dissódica;Keftron;ANTIBIÓTICOS DO BRASIL LTDA;PÓ INJETÁVEL + SOLUÇÃO DILUENTE;1 G;15/12/2014
Rocefin;ceftriaxona dissódica;Triaxin;MOMENTA FARMACÊUTICA LTDA.;PÓ INJETÁVEL + SOLUÇÃO DILUENTE;500 MG;13/11/2015
Rocefin;ceftriaxona dissódica;Triaxin;MOMENTA FARMACÊUTICA LTDA.;PÓ INJETÁVEL + SOLUÇÃO DILUENTE;1 G;13/11/2015
Rocefin;ceftriaxona dissódica + cloridrato de lidocaína;Triaxin;MOMENTA FARMACÊUTICA LTDA.;PÓ INJETÁVEL + SOLUÇÃO DILUENTE;500 MG + 10 MG;13/11/2015
Rocefin;ceftriaxona dissódica + cloridrato de lidocaína;Triaxin;MOMENTA FARMACÊUTICA LTDA.;PÓ INJETÁVEL + SOLUÇÃO DILUENTE;1 G + 10 MG;13/11/2015
Rocefin;ceftriaxona dissódica;Triaxon;LABORATÓRIO TEUTO BRASILEIRO S/A;PÓ INJETÁVEL;500 MG;31/12/2017
Rocefin;ceftriaxona dissódica;Triaxon;LABORATÓRIO TEUTO BRASILEIRO S/A;PÓ INJETÁVEL;1 G;31/12/2017
Rocefin;ceftriaxona dissódica;Triaxon;LABORATÓRIO TEUTO BRASILEIRO S/A;PÓ INJETÁVEL + SOLUÇÃO DILUENTE;500 MG;31/12/2017
Rocefin;ceftriaxona dissódica;Triaxon;LABORATÓRIO TEUTO BRASILEIRO S/A;PÓ INJETÁVEL + SOLUÇÃO DILUENTE;1 G;31/12/2017
Rocefin;ceftriaxona dissódica + cloridrato de lidocaína;Triaxon;LABORATÓRIO TEUTO BRASILEIRO S/A;PÓ INJETÁVEL + SOLUÇÃO DILUENTE;500 MG + 10 MG;31/12/2017
Rocefin;ceftriaxona dissódica + cloridrato de lidocaína;Triaxon;LABORATÓRIO TEUTO BRASILEIRO S/A;PÓ INJETÁVEL + SOLUÇÃO DILUENTE;1 G + 10 MG;31/12/2017
Rocefin;ceftriaxona dissódica;Triaxton;BLAU FARMACÊUTICA SA;PÓ INJETÁVEL;1 G;15/12/2014
Rocefin;ceftriaxona dissódica;Triaxton;BLAU FARMACÊUTICA SA;PÓ INJETÁVEL + SOLUÇÃO DILUENTE;1 G;15/12/2014
Sandostatin;acetato de octreotida;Octride;SUN FARMACÊUTICA DO BRASIL LTDA;SOLUÇÃO INJETÁVEL;0,10 MG/ML;31/10/2017
Secnidal;secnidazol;Deprozol;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;COMPRIMIDO REVESTIDO;1000 MG;26/01/2015
Secnidal;secnidazol;Nquíase;NOVA QUIMICA FARMACÊUTICA S/A;COMPRIMIDO REVESTIDO;1000 MG;11/05/2020
Secnidal;secnidazol;Secdazol;VITAPAN INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;1000 MG;15/12/2014
Secnidal;secnidazol;Secnaxidol;EMS S/A;COMPRIMIDO REVESTIDO;1000 MG;17/06/2019
Secnidal;secnidazol;Secnihexal;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;1000 MG;15/12/2014
Secnidal;secnidazol;Secnimax;LABORATÓRIO GLOBO LTDA;COMPRIMIDO SIMPLES;1000 MG;30/06/2016
Secnidal;secnidazol;Sectil;BRASTERAPICA INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;1000 MG;15/12/2014
Secnidal;secnidazol;Tecnid;ATIVUS FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;1000 MG;15/12/2014
Secnidal;secnidazol;Unigyn;EMS SIGMA PHARMA LTDA;COMPRIMIDO REVESTIDO;1000 MG;15/12/2014
Secotex;cloridrato de tansulosina;Rettan;BIOLAB SANUS FARMACÊUTICA LTDA;CÁPSULA GELATINOSA DURA COM AÇÃO PROLONGADA;0,4 MG;17/06/2019
Secotex;cloridrato de tansulosina;Stub;ACTAVIS FARMACEUTICA LTDA.;CAPSULA GELATINOSA DURA COM AÇAO PROLONGADA;0,4 MG;15/12/2014
Secotex;cloridrato de tansulosina;Tasulil;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;CAPSULA GELATINOSA DE LIBERAÇÃO PROLONGADA;0,4 MG;15/12/2014
Secotex Adv;cloridrato de tansulosina;Omnic Ocas;ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA.;COMPRIMIDO REVESTIDO;0,4 MG;15/12/2014
Secotex Adv;cloridrato de tansulosina;Usoleg;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;0,4 MG;30/11/2018
Seloken;tartarato de metoprolol;Beca;HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;SOLUÇÃO INJETÁVEL;1 MG/ML;17/06/2019
Seloken;tartarato de metoprolol;Betacris;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;SOLUÇÃO INJETÁVEL;1 MG/ML;30/04/2017
Selozok;succinato de metoprolol;Emprol XR;ACCORD FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;25 MG;27/07/2015
Selozok;succinato de metoprolol;Emprol XR;ACCORD FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;50 MG;27/07/2015
Selozok;succinato de metoprolol;Emprol XR;ACCORD FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;100 MG;27/07/2015
Selozok;succinato de metoprolol;Inephoros XR;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;COMPRIMIDO REVESTIDO DE LIBERAÇAO CONTROLADA;25 MG;30/06/2016
Selozok;succinato de metoprolol;Inephoros XR;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;COMPRIMIDO REVESTIDO DE LIBERAÇAO CONTROLADA;50 MG;30/06/2016
Selozok;succinato de metoprolol;Inephoros XR;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;COMPRIMIDO REVESTIDO DE LIBERAÇAO CONTROLADA;100 MG;30/06/2016
Selozok;succinato de metoprolol;Minola;ASTRAZENECA DO BRASIL LTDA;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;25 MG;15/12/2015
Selozok;succinato de metoprolol;Minola;ASTRAZENECA DO BRASIL LTDA;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;50 MG;15/12/2015
Selozok;succinato de metoprolol;Minola;ASTRAZENECA DO BRASIL LTDA;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;100 MG;15/12/2015
Selozok;succinato de metoprolol;Taxelina;ASTRAZENECA DO BRASIL LTDA;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;25 MG;30/04/2017
Selozok;succinato de metoprolol;Taxelina;ASTRAZENECA DO BRASIL LTDA;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;50 MG;30/04/2017
Selozok;succinato de metoprolol;Taxelina;ASTRAZENECA DO BRASIL LTDA;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;100 MG;30/04/2017
Selozok;succinato de metoprolol;Zarmine;ASTRAZENECA DO BRASIL LTDA;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;25 MG;15/12/2015
Selozok;succinato de metoprolol;Zarmine;ASTRAZENECA DO BRASIL LTDA;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;50 MG;15/12/2015
Selozok;succinato de metoprolol;Zarmine;ASTRAZENECA DO BRASIL LTDA;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;100 MG;15/12/2015
Seroquel;hemifumarato de quetiapina;Aebol;ZYDUS NIKKHO FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;25 MG;27/07/2015
Seroquel;hemifumarato de quetiapina;Aebol;ZYDUS NIKKHO FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;100 MG;27/07/2015
Seroquel;hemifumarato de quetiapina;Atip;SUPERA FARMA LABORATÓRIOS S.A;COMPRIMIDO REVESTIDO;25 MG;08/05/2015
Seroquel;hemifumarato de quetiapina;Atip;SUPERA FARMA LABORATÓRIOS S.A;COMPRIMIDO REVESTIDO;100 MG;08/05/2015
Seroquel;hemifumarato de quetiapina;Atip;SUPERA FARMA LABORATÓRIOS S.A;COMPRIMIDO REVESTIDO;200 MG;08/05/2015
Seroquel;hemifumarato de quetiapina;Duoquel;WYETH INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;25 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Duoquel;WYETH INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;100 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Duoquel;WYETH INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;200 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Kitapen;ACTAVIS FARMACEUTICA LTDA.;COMPRIMIDO REVESTIDO;25 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Kitapen;ACTAVIS FARMACEUTICA LTDA.;COMPRIMIDO REVESTIDO;300 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Kitapen;ACTAVIS FARMACEUTICA LTDA.;COMPRIMIDO REVESTIDO;100 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Kitapen;ACTAVIS FARMACEUTICA LTDA.;COMPRIMIDO REVESTIDO;200 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Neotiapim;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;25 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Neotiapim;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;200 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Neotiapim;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;100 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Neuroquel;EMS S/A;COMPRIMIDO REVESTIDO;300 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Neuroquel;EMS S/A;COMPRIMIDO REVESTIDO;25 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Neuroquel;EMS S/A;COMPRIMIDO REVESTIDO;200 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Neuroquel;EMS S/A;COMPRIMIDO REVESTIDO;100 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Queopine;GLAXOSMITHKLINE BRASIL LTDA;COMPRIMIDO REVESTIDO;25 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Queopine;GLAXOSMITHKLINE BRASIL LTDA;COMPRIMIDO REVESTIDO;100 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Queopine;GLAXOSMITHKLINE BRASIL LTDA;COMPRIMIDO REVESTIDO;200 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Querok;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;25 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Querok;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;300 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Querok;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;100 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Querok;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;200 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Queropax;EMS SIGMA PHARMA LTDA;COMPRIMIDO REVESTIDO;300 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Queropax;EMS SIGMA PHARMA LTDA;COMPRIMIDO REVESTIDO;25 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Queropax;EMS SIGMA PHARMA LTDA;COMPRIMIDO REVESTIDO;100 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Queropax;EMS SIGMA PHARMA LTDA;COMPRIMIDO REVESTIDO;200 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Quet;EUROFARMA LABORATÓRIOS S.A.;COMPRIMIDO REVESTIDO;25 MG;31/10/2016
Seroquel;hemifumarato de quetiapina;Quet;EUROFARMA LABORATÓRIOS S.A.;COMPRIMIDO REVESTIDO;100 MG;31/10/2016
Seroquel;hemifumarato de quetiapina;Quet;EUROFARMA LABORATÓRIOS S.A.;COMPRIMIDO REVESTIDO;200 MG;31/10/2016
Seroquel;hemifumarato de quetiapina;Quetibux;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;COMPRIMIDO REVESTIDO;25 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Quetibux;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;COMPRIMIDO REVESTIDO;100 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Quetibux;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;COMPRIMIDO REVESTIDO;200 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Quetiel;GERMED FARMACEUTICA LTDA;COMPRIMIDO REVESTIDO;300 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Quetiel;GERMED FARMACEUTICA LTDA;COMPRIMIDO REVESTIDO;100 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Quetiel;GERMED FARMACEUTICA LTDA;COMPRIMIDO REVESTIDO;200 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Quetiel;GERMED FARMACEUTICA LTDA;COMPRIMIDO REVESTIDO;25 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Quetifren;LABORATÓRIO TEUTO BRASILEIRO S/A;COMPRIMIDO REVESTIDO;25 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Quetifren;LABORATÓRIO TEUTO BRASILEIRO S/A;COMPRIMIDO REVESTIDO;100 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Quetifren;LABORATÓRIO TEUTO BRASILEIRO S/A;COMPRIMIDO REVESTIDO;200 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Quetipin;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;COMPRIMIDO REVESTIDO;25 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Quetipin;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;COMPRIMIDO REVESTIDO;100 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Quetipin;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;COMPRIMIDO REVESTIDO;200 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Quetipin;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;COMPRIMIDO REVESTIDO;300 MG;28/02/2018
Seroquel;hemifumarato de quetiapina;Quetros;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;COMPRIMIDO REVESTIDO;25 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Quetros;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;COMPRIMIDO REVESTIDO;100 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Quetros;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;COMPRIMIDO REVESTIDO;200 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Quielix;NOVA QUIMICA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;100 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Quielix;NOVA QUIMICA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;200 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Quielix;NOVA QUIMICA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;25 MG;15/12/2014
Seroquel;hemifumarato de quetiapina;Tracox;FARMOQUÍMICA S/A;COMPRIMIDO REVESTIDO;25 MG;30/04/2017
Seroquel;hemifumarato de quetiapina;Tracox;FARMOQUÍMICA S/A;COMPRIMIDO REVESTIDO;100 MG;30/04/2017
Seroquel;hemifumarato de quetiapina;Tracox;FARMOQUÍMICA S/A;COMPRIMIDO REVESTIDO;200 MG;30/04/2017
Seroquel;hemifumarato de quetiapina;Tracox;FARMOQUÍMICA S/A;COMPRIMIDO REVESTIDO;300 MG;30/04/2017
Seroquel XRO;hemifumarato de quetiapina;Atip XR;SUPERA FARMA LABORATÓRIOS S.A;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;50 MG;08/05/2015
Seroquel XRO;hemifumarato de quetiapina;Atip XR;SUPERA FARMA LABORATÓRIOS S.A;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;200 MG;06/02/2020
Seroquel XRO;hemifumarato de quetiapina;Atip XR;SUPERA FARMA LABORATÓRIOS S.A;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;300 MG;06/02/2020
Seroquel XRO;hemifumarato de quetiapina;Quepsia LP;MOMENTA FARMACÊUTICA LTDA.;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;50 MG;15/12/2015
Seroquel XRO;hemifumarato de quetiapina;Quepsia LP;MOMENTA FARMACÊUTICA LTDA.;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;200 MG;06/02/2020
Seroquel XRO;hemifumarato de quetiapina;Quepsia LP;MOMENTA FARMACÊUTICA LTDA.;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;300 MG;06/02/2020
Seroquel XRO;hemifumarato de quetiapina;Quet XR;EUROFARMA LABORATÓRIOS S.A.;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;50 MG;30/03/2015
Seroquel XRO;hemifumarato de quetiapina;Quet XR;EUROFARMA LABORATÓRIOS S.A.;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;200 MG;06/02/2020
Seroquel XRO;hemifumarato de quetiapina;Quet XR;EUROFARMA LABORATÓRIOS S.A.;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;300 MG;06/02/2020
Seroquel XRO;hemifumarato de quetiapina;Quetipin LP;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;50 MG;30/06/2018
Seroquel XRO;hemifumarato de quetiapina;Quetipin LP;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;200 MG;06/02/2020
Seroquel XRO;hemifumarato de quetiapina;Quetipin LP;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;300 MG;06/02/2020
Sevorane;sevoflurano;Anesevo;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;SOLUÇÃO INALANTE;1 ML/ML;15/12/2014
Sevorane;sevoflurano;Sev;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;SOLUÇÃO INALATÓRIA;1 ML/ML;17/06/2019
Sevorane;sevoflurano;Sevocris;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;SOLUÇÃO INALATÓRIA;1 ML/ML;15/12/2014
Sevorane;sevoflurano;Sevoness;BAXTER HOSPITALAR LTDA;LÍQUIDO INALANTE;1 ML/ML;15/12/2014
Sevorane;sevoflurano;Voflur;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;SOLUÇÃO INALATÓRIA;1 ML/ML;30/06/2018
Sifrol;dicloridrato de pramipexol;Agamir;NOVA QUIMICA FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;0,125 MG;15/12/2014
Sifrol;dicloridrato de pramipexol;Agamir;NOVA QUIMICA FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;0,25 MG;15/12/2014
Sifrol;dicloridrato de pramipexol;Agamir;NOVA QUIMICA FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;1 MG;15/12/2014
Sifrol;dicloridrato de pramipexol;Livipark;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;0,125 MG;15/12/2014
Sifrol;dicloridrato de pramipexol;Livipark;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;0,250 MG;15/12/2014
Sifrol;dicloridrato de pramipexol;Livipark;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;1 MG;15/12/2014
Sifrol;dicloridrato de pramipexol;Mipexol;EMS SIGMA PHARMA LTDA;COMPRIMIDO SIMPLES;0,125 MG;15/12/2014
Sifrol;dicloridrato de pramipexol;Mipexol;EMS SIGMA PHARMA LTDA;COMPRIMIDO SIMPLES;0,25 MG;15/12/2014
Sifrol;dicloridrato de pramipexol;Mipexol;EMS SIGMA PHARMA LTDA;COMPRIMIDO SIMPLES;1 MG;15/12/2014
Sifrol;dicloridrato de pramipexol;Parki;GERMED FARMACEUTICA LTDA;COMPRIMIDO SIMPLES;0,125 MG;15/12/2014
Sifrol;dicloridrato de pramipexol;Parki;GERMED FARMACEUTICA LTDA;COMPRIMIDO SIMPLES;0,25 MG;15/12/2014
Sifrol;dicloridrato de pramipexol;Parki;GERMED FARMACEUTICA LTDA;COMPRIMIDO SIMPLES;1 MG;15/12/2014
Sifrol;dicloridrato de pramipexol;Pramipezan;ACTAVIS FARMACEUTICA LTDA.;COMPRIMIDO SIMPLES;0,125 MG;15/12/2014
Sifrol;dicloridrato de pramipexol;Pramipezan;ACTAVIS FARMACEUTICA LTDA.;COMPRIMIDO SIMPLES;0,25 MG;15/12/2014
Sifrol;dicloridrato de pramipexol;Pramipezan;ACTAVIS FARMACEUTICA LTDA.;COMPRIMIDO SIMPLES;1 MG;15/12/2014
Sifrol;dicloridrato de pramipexol;Quera;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;COMPRIMIDO;0,125 MG;11/05/2020
Sifrol;dicloridrato de pramipexol;Quera;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;COMPRIMIDO;0,25 MG;11/05/2020
Sifrol;dicloridrato de pramipexol;Quera;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;COMPRIMIDO;1 MG;11/05/2020
Sifrol;dicloridrato de pramipexol;Rocky;SUN FARMACÊUTICA DO BRASIL LTDA;COMPRIMIDO SIMPLES;0,25 MG;31/10/2016
Sifrol;dicloridrato de pramipexol;Rocky;SUN FARMACÊUTICA DO BRASIL LTDA;COMPRIMIDO SIMPLES;1 MG;31/10/2016
Sifrol;dicloridrato de pramipexol;Sifrogran;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;0,125 MG;15/12/2014
Sifrol;dicloridrato de pramipexol;Sifrogran;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;0,25 MG;15/12/2014
Sifrol;dicloridrato de pramipexol;Sifrogran;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;1 MG;15/12/2014
Sifrol;dicloridrato de pramipexol;Stabil;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;COMPRIMIDO SIMPLES;0,125 MG;15/12/2014
Sifrol;dicloridrato de pramipexol;Stabil;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;COMPRIMIDO SIMPLES;1 MG;15/12/2014
Sifrol;dicloridrato de pramipexol;Stabil;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;COMPRIMIDO SIMPLES;0,25 MG;15/12/2014
Sifrol ER;dicloridrato de pramipexol;Minérgi;SUPERA FARMA LABORATÓRIOS S.A;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;0,375 MG;27/07/2015
Sifrol ER;dicloridrato de pramipexol;Minérgi;SUPERA FARMA LABORATÓRIOS S.A;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;0,75 MG;27/07/2015
Sifrol ER;dicloridrato de pramipexol;Minérgi;SUPERA FARMA LABORATÓRIOS S.A;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;1,5 MG;27/07/2015
Sifrol ER;dicloridrato de pramipexol;Minérgi;SUPERA FARMA LABORATÓRIOS S.A;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;3 MG;27/07/2015
Sifrol ER;dicloridrato de pramipexol;Pisa;EUROFARMA LABORATÓRIOS S.A.;COMPRIMIDO DE LIBERAÇÃO PROLONGADA;0,375 MG;31/03/2016
Sifrol ER;dicloridrato de pramipexol;Pisa;EUROFARMA LABORATÓRIOS S.A.;COMPRIMIDO DE LIBERAÇÃO PROLONGADA;0,75 MG;31/03/2016
Sifrol ER;dicloridrato de pramipexol;Pisa;EUROFARMA LABORATÓRIOS S.A.;COMPRIMIDO DE LIBERAÇÃO PROLONGADA;1,5 MG;31/03/2016
Sifrol ER;dicloridrato de pramipexol;Pisa;EUROFARMA LABORATÓRIOS S.A.;COMPRIMIDO DE LIBERAÇÃO PROLONGADA;3 MG;31/03/2016
Sifrol ER;dicloridrato de pramipexol;Quera LP;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;0,375 MG;30/04/2017
Sifrol ER;dicloridrato de pramipexol;Quera LP;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;0,75 MG;30/04/2017
Sifrol ER;dicloridrato de pramipexol;Quera LP;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;1,5 MG;30/04/2017
Sifrol ER;dicloridrato de pramipexol;Quera LP;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;3 MG;30/04/2017
Sifrol ER;dicloridrato de pramipexol monoidratado;Rocky LP;SUN FARMACÊUTICA DO BRASIL LTDA;COMPRIMIDO DE LIBERAÇÃO PROLONGADA;0,375 MG;31/08/2018
Sifrol ER;dicloridrato de pramipexol monoidratado;Rocky LP;SUN FARMACÊUTICA DO BRASIL LTDA;COMPRIMIDO DE LIBERAÇÃO PROLONGADA;0,750 MG;31/08/2018
Sifrol ER;dicloridrato de pramipexol monoidratado;Rocky LP;SUN FARMACÊUTICA DO BRASIL LTDA;COMPRIMIDO DE LIBERAÇÃO PROLONGADA;1,5 MG;31/08/2018
Sifrol ER;dicloridrato de pramipexol monoidratado;Rocky LP;SUN FARMACÊUTICA DO BRASIL LTDA;COMPRIMIDO DE LIBERAÇÃO PROLONGADA;3,0 MG;31/08/2018
